	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16
sub-10_AA_trial0	0.6414196626532185	0.4954224591439275	0.07885550119501011	0.4711411921907884	0.5289439900695232	0.31234700667858095	0.25544402932638394	0.25108433566849425	0.31840349879230984	0.6428413885872349	0.699239931932072	0.6576968820702522	0.7702161123520702	0.7406252522891486	0.6067003468505963	0.7124454525331365	0.8080094643425373
sub-10_AA_trial1	-0.3202908937446161	-0.25849799644504395	-0.09401858765084793	0.08051882519120303	0.47728018611749007	0.4065744217544994	0.036265829145194946	0.1385796179727607	0.13745636305225833	0.08902573649863121	0.04412171306778586	-0.10338012296440068	-0.6632452181366544	-0.6647461155904145	-0.2628305903005799	0.30339848663636004	0.6635038417836996
sub-10_AA_trial2	0.7683889428123098	0.7725094046517534	0.7457983050358398	0.5130895211018837	0.18361776522383003	-0.05036018640127634	0.002127369830239482	0.3864993759540153	0.121470471099735	0.2778523896945751	0.2706175182983208	0.5731512667644434	0.7143961971500948	0.8466053836962676	0.8292619581247775	0.795198912081711	0.8976180855941427
sub-10_UA_trial0	0.36233092468226247	-0.019884985007093466	-0.13489626774721084	-0.06303721342502133	0.3981039317933002	0.5364213749708836	0.4292373590571041	0.5941450117315599	0.74789769369708	0.8065335474294911	0.8172662388991606	0.8680177122919498	0.7970676927767699	0.8003006700463998	0.8221811871739896	0.8889034347779368	0.8738306623335147
sub-10_UA_trial1	0.7173467685880838	0.6259141641772372	0.5769415381989927	0.7385465638081355	0.7717508498984164	0.796602282262533	0.7349021480227332	0.8173867420410844	0.7145668348396546	0.7483010642946036	0.7666017713385274	0.6791124942016208	0.6656409523643811	0.6010184266952288	0.6728993985930132	0.4412771585437175	0.6807286050330823
sub-11_AA_trial0	0.3585490196186632	0.4606811264689694	0.6472093894579134	0.4516379952177353	0.41348345063133174	0.4338227389803743	0.4868244457359079	0.3656350056931439	0.05883437797573004	0.0988400167422454	-0.3076903347727859	-0.20877573372159985	-0.05284555926724556	-0.26538661382213224	-0.31043207099221565	-0.2816042190254511	-0.3344560852737116
sub-11_AA_trial1	0.5591461531178654	0.5030989026819432	0.45635125470958443	0.5828476590177859	0.4907733260996335	0.16939106141040539	-0.3519203615664663	-0.6088411907894571	-0.6684514557470442	-0.7580246992945283	-0.20480759383610367	-0.23757515246540242	-0.20315413540409327	0.1764723693887091	0.19594079066495337	0.19135695842041953	0.37824377292082223
sub-11_AA_trial2	0.13746875628199343	0.23621038990595988	0.19156430494584978	0.3500210364616196	0.2488769545474166	0.10431857160135781	0.34112588952797834	0.37833799426317516	0.6149167062326859	0.42087946674153287	0.49650026504185335	0.4641249201897295	0.37391683503336004	0.1393507221309521	0.32845065014058666	0.37626089021647857	0.04294803490751537
sub-11_AA_trial3	0.11496128177668027	-0.04432469039771259	0.21991721720317856	0.6225261491344304	0.6686507216550077	0.6755186631561686	0.7391343728234069	0.7651888263946741	0.9048917033238737	0.927431370690948	0.924841181544231	0.9027114415118355	0.8889359700340919	0.8217088549476714	0.8322036369295486	0.8508438294124999	0.6594285180191518
sub-11_AA_trial4	0.7850353408438794	0.7412333869063634	0.29637438453148574	-0.14912482563953208	0.05708476451698031	-0.02948616992935906	0.42685954133849746	0.7023826919009455	0.8302454960379917	0.7212031916951009	0.7501785096955859	0.7149291297845276	0.5640092982136262	0.5963970706547539	0.5035812351653058	0.11124836236067649	0.07830567009710693
