	t0	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12
sub-03_UA_trial1	0.8428890998610369	0.9392802195167881	0.7957822055611143	0.9510292877848345	0.8980585253467608	0.8794194940034251	0.7733819608393503	0.6449884765562198	0.49654338085808936	0.506549482172285	-0.44433901826861866	-0.43314639354243334	-0.24807022535060905
sub-03_UA_trial2	0.6611346604143948	0.450968942512184	0.3891739779041854	0.10370930351631143	0.3911147023979426	0.34684595620602765	0.6231937797989969	0.4620797435134474	0.3450031014453556	0.46090715576793656	-0.2578712136546194	-0.1682640496166126	0.7570077541813607
sub-03_UA_trial3	0.43735542671852456	0.3355010750378551	0.17212932200161998	0.13917824794963418	0.4589942751395716	0.9001328930886862	0.8465306955990721	0.8765775873336275	0.8308612667553956	0.15833877865822382	-0.09220917179048141	-0.03590479821231879	-0.31217637568322243
sub-05_UA_trial0	0.46688951915588456	0.6641243535006146	0.6959528957924477	0.915145364296024	0.9751148008394357	0.6597228529012907	0.559102642632607	0.7223355085324545	0.735440879565474	0.6483364285442627	0.21437619308326417	0.7548302401045713	0.8711745334691797
sub-05_UA_trial1	0.8347883631974157	0.7039478911606709	0.8049203181145179	0.7840713990136194	0.8713641305100925	0.9140754106272725	0.6768854458587231	0.20040716451466276	0.05139926526284135	-0.08128124739345656	0.39279609431643203	0.4384529788485762	0.8901428476762079
sub-06_AA_trial0	0.6739147074731664	0.12694277989535008	0.15464774109996135	0.3066925609470039	0.15073172560061224	0.1564741713270218	-0.15214949163455188	0.5782167599714418	0.6082935395996788	0.3359596523823591	0.7353213075007307	0.7104391374165139	0.584597487796782
sub-06_AA_trial1	0.1624514703500705	-0.07298097634086112	0.22908872035148697	0.18064682005479468	0.6096515082904366	0.6233742392221879	0.7239292358960069	0.8665130943263326	0.1868504847111708	-0.10912097871272135	-0.8386780660402458	-0.7554272795880734	-0.11981359712568104
sub-06_AA_trial2	0.7225084357098018	0.8315306095553341	0.9288731289502946	0.861768922970623	0.4541149560481306	0.4698711450768281	0.6132958079833145	0.396025556524954	0.461557033533934	0.38604414703695755	0.8019359293616616	0.6440061258773275	0.6298742082431145
sub-06_AA_trial3	0.38642535973431685	0.47703068123913617	0.4635867497682316	0.3149227502639005	0.7828889402045446	0.9008717117212494	0.8497936414292948	0.8340743229057752	0.8446688441741683	0.9283484757910323	0.9645292194910948	0.9859363266073559	0.9696023619689954
sub-06_AA_trial4	0.9859363266073559	0.9696023619689954	0.6875831007927673	0.5689133881101954	0.5616369136338343	0.402369072672652	-0.3446186415146705	-0.40118496141048926	-0.5020555045475112	-0.013226825066753267	0.1551264827561456	0.15468247744448335	0.40059447921695973
sub-06_AA_trial5	0.34639675967121847	0.1727624309213118	0.6913838607935038	0.6743289416757096	0.7163092000174764	-0.05268464004248027	0.39180097627722027	0.4361217654596222	0.3468526155108465	0.4684289552792573	0.4645040836247958	0.5952542588933488	0.44800246956211026
