subject	tr	task	roi	beta	tval	zval
sub-07	0750	UA	hMT+ L	1.932552838369589	9.11633369654968	8.724707921561704
sub-07	0750	UA	hMT+ R	0.7441907986417765	3.461953532799574	3.3751600250832086
sub-07	0750	UA	V1 L	0.32341383453553496	2.2671782541575354	2.247365524496051
sub-07	0750	UA	V1 R	0.25391731749467544	2.260312575691932	2.249614407089524
sub-07	1000	AA	hMT+ L	2.3222599710703493	9.170690840732483	8.59460364018806
sub-07	1000	AA	hMT+ R	1.2376992084959866	5.9083582924117195	5.683592473320693
sub-07	1000	AA	V1 L	0.7060906591780858	3.909843518976775	3.846843063894693
sub-07	1000	AA	V1 R	0.2749436579144642	1.7279107901903314	1.716176041394011
sub-07	1000	UA	hMT+ L	2.111295042055509	9.626587958892365	9.016287846793938
sub-07	1000	UA	hMT+ R	1.122551942910972	6.3845043562751576	6.100016278524906
sub-07	1000	UA	V1 L	0.5222738698635314	3.2742236832085867	3.236545792846268
sub-07	1000	UA	V1 R	0.45465359761270563	3.675066389091354	3.6317172169944976
sub-07	2500	AA	hMT+ L	2.239778632999171	7.427978310040476	6.633928882936623
sub-07	2500	AA	hMT+ R	0.7664742785850083	2.6483244741673153	2.4496052336252414
sub-07	2500	AA	V1 L	0.44558046817830543	1.7156832328079217	1.6845121951012452
sub-07	2500	AA	V1 R	0.04059145989713293	0.0470222927276219	0.0471805091141377
sub-07	2500	UA	hMT+ L	2.092709195385378	4.260135327046926	4.053667683740605
sub-07	2500	UA	hMT+ R	1.1755497030464013	2.850574579482038	2.7545638128379397
sub-07	2500	UA	V1 L	0.29499611574421597	0.9854089372039256	0.975964014861152
sub-07	2500	UA	V1 R	0.23280554113768082	0.7777618861463831	0.7720268782536531
sub-08	0500	AA	hMT+ L	1.453789567286461	9.959404051064974	9.577220929225167
sub-08	0500	AA	hMT+ R	1.4063588071267075	9.632541819849456	9.313202613409937
sub-08	0500	AA	V1 L	0.8753996784704146	4.074119989616237	4.042304199419521
sub-08	0500	AA	V1 R	0.6082559524336647	4.179550245929262	4.1501544023308705
sub-08	0500	UA	hMT+ L	1.2768411474169157	7.629373131652836	7.463978361518182
sub-08	0500	UA	hMT+ R	1.1506776951423545	6.216713221383729	6.104005609646674
sub-08	0500	UA	V1 L	0.40079889382627554	1.7925916120482537	1.7856263807046158
sub-08	0500	UA	V1 R	0.44186428232628067	2.7206085580521173	2.7077408250016655
sub-08	0750	AA	hMT+ L			
sub-08	0750	AA	hMT+ R			
sub-08	0750	AA	V1 L			
sub-08	0750	AA	V1 R			
sub-08	0750	UA	hMT+ L	1.2230182512483234	6.769118646341765	6.596467346551441
sub-08	0750	UA	hMT+ R	0.9858207565559848	5.101718492155587	5.00585011896969
sub-08	0750	UA	V1 L	0.40370078109988816	1.7647307382440807	1.7570277531471963
sub-08	0750	UA	V1 R	0.40898118704608116	2.4757357089755114	2.4628833197044537
sub-08	1000	AA	hMT+ L	0.8538020461498917	5.673061529547265	5.514624339695656
sub-08	1000	AA	hMT+ R	1.0382330106699689	6.2406016154766535	6.042324890399549
sub-08	1000	AA	V1 L	0.5427404340961276	2.2171905615403107	2.204027890672186
sub-08	1000	AA	V1 R	0.35587655989631917	2.462281548589159	2.4470435151304604
sub-08	1000	UA	hMT+ L	1.1125709349591664	6.155066067014753	5.9497038429157
sub-08	1000	UA	hMT+ R	1.420973347739419	6.968786741972796	6.691991173298698
sub-08	1000	UA	V1 L	0.6558798207055584	3.131399152176934	3.1004405753565045
sub-08	1000	UA	V1 R	0.7067604455533154	4.507450749079118	4.433996431260926
sub-08	2500	AA	hMT+ L	1.1977988803281117	4.931967997393128	4.655056866984449
